"annee_consommation","meta_categorie_activite","categorie_activite","sous_categorie_activite","nombre_declaration","surface_declaree","consommation_declaree"
"0 - année de référence","Enseignement","Enseignement Primaire","Bureaux - Bureaux standards",14,66839,17017524
"0 - année de référence","Enseignement","Enseignement Primaire","Bureaux - Grande salle de réunion - Auditorium - Amphithéâtre (à partir de 30 places)",3,6070,746863
"0 - année de référence","Enseignement","Enseignement Primaire","Enseignement Primaire - Administration et bureaux (Bureaux Standards)",368,815925,130595418
"0 - année de référence","Enseignement","Enseignement Primaire","Enseignement Primaire - Internat primaire",11,30962,5046095
"0 - année de référence","Enseignement","Enseignement Primaire","Enseignement Primaire - Salles d'enseignement Elémentaire",4189,10504717,1470979153
"0 - année de référence","Enseignement","Enseignement Primaire","Enseignement Primaire - Salles d'enseignement Maternelle",2029,3381893,480101839
"0 - année de référence","Enseignement","Enseignement Primaire","Enseignement Primaire - Salles multi activité et Périscolaire",661,1054094,155417876
"0 - année de référence","Enseignement","Enseignement Primaire","Enseignement Primaire - Valeur par défaut",3914,9250714,1217162606
"0 - année de référence","Enseignement","Enseignement Primaire","Enseignement Secondaire - Collège - Salles d'enseignements généraux",7,35736,3170075
"0 - année de référence","Enseignement","Enseignement Primaire","Gymnase (applicable à : Cesta punta, Salle d'escalade, Squash ou Tennis couvert…)",8,41822,5620733
"0 - année de référence","Enseignement","Enseignement Primaire","Restauration collective scolaire et universitaire",15,28775,4581904
"0 - année de référence","Enseignement","Enseignement Primaire","Salle de spectacles vivants sans protection patrimoniale - Salle de spectacle et de répétition",6,9968,1114962
"0 - année de référence","Enseignement","Enseignement Primaire","Salle de sport collectif (Basket ball, Hand ball, Volley ball, Futsal…)",9,59453,8274681
"0 - année de référence","Enseignement","Enseignement Secondaire","Enseignement Secondaire - Administration et bureaux (Bureaux Standards)",87,660681,82016742
"0 - année de référence","Enseignement","Enseignement Secondaire","Enseignement Secondaire - Collège - Salles d'enseignements généraux",2402,13732509,1660862029
"0 - année de référence","Enseignement","Enseignement Secondaire","Enseignement Secondaire - Collège - Salles d'enseignements professionnels adaptés",14,116664,15910440
"0 - année de référence","Enseignement","Enseignement Secondaire","Enseignement Secondaire - Etablissement régional d'enseignement adapté",106,1219597,189249100
"0 - année de référence","Enseignement","Enseignement Secondaire","Enseignement Secondaire - Internat secondaire",113,529422,77962637
"0 - année de référence","Enseignement","Enseignement Secondaire","Enseignement Secondaire - Lycée d'enseignement général (LG) ou Salles d'enseignement banalisé - Toutes séries confondues",870,12981370,1582824155
"0 - année de référence","Enseignement","Enseignement Secondaire","Enseignement Secondaire - Lycée d'enseignement général et techhnologique agricole - Lycée d'enseignement professionnel agricole",159,1720852,219893710
"0 - année de référence","Enseignement","Enseignement Secondaire","Enseignement Secondaire - Lycée d'enseignement professionnel",500,5542374,651875165
"0 - année de référence","Enseignement","Enseignement Secondaire","Enseignement Secondaire - Salles de TP",64,456723,57488233
"0 - année de référence","Enseignement","Enseignement Secondaire","Enseignement Secondaire - Valeur par défaut",2304,16559661,1967289758
"0 - année de référence","Enseignement","Enseignement Secondaire","Gymnase (applicable à : Cesta punta, Salle d'escalade, Squash ou Tennis couvert…)",3,10497,1221551
"0 - année de référence","Enseignement","Enseignement Secondaire","Lycée d'enseignement général et technologique - Lycée polyvalent",4,16527,1417521
"0 - année de référence","Enseignement","Enseignement Supérieur","Enseignement Supérieur - Administration et bureaux (Bureaux Standards)",132,1387761,249047177
"0 - année de référence","Enseignement","Enseignement Supérieur","Enseignement Supérieur - Amphithéâtre, Auditorium, Salles de conférences",39,227932,35737781
"0 - année de référence","Enseignement","Enseignement Supérieur","Enseignement Supérieur - Ateliers et Halles techniques avec Process",41,213802,33138284
"0 - année de référence","Enseignement","Enseignement Supérieur","Enseignement Supérieur - Salles de formation, d'enseignement ou de TP",75,545364,89132219
"0 - année de référence","Enseignement","Enseignement Supérieur","Enseignement Supérieur - Salles de formation, d'enseignement ou de vie de campus - Sans Process",400,2768696,460760481
"0 - année de référence","Enseignement","Enseignement Supérieur","Enseignement Supérieur - Valeur par défaut",701,4447968,709884578
"0 - année de référence","Evenementiel","Parc d'expositions","Parc d'expositions - Administration et bureaux (Bureaux Standards)",4,12815,2133573
"0 - année de référence","Evenementiel","Parc d'expositions","Parc d'expositions - Halles d'expositions",71,833380,97416099
"0 - année de référence","Evenementiel","Parc d'expositions","Parc d'expositions - Valeur par défaut",43,741926,80410385
"0 - année de référence","Evenementiel","Sports","Centre équestre",20,63950,2453897
"0 - année de référence","Evenementiel","Sports","Enseignement Primaire - Salles d'enseignement Elémentaire",3,14504,3248420
"0 - année de référence","Evenementiel","Sports","Enseignement Primaire - Salles d'enseignement Maternelle",3,7235,1150595
"0 - année de référence","Evenementiel","Sports","Entrepôt ou messagerie sans besoin de maintien en température du produit (avec ou sans maintien hors-gel des locaux)",5,15518,3088285
"0 - année de référence","Evenementiel","Sports","Gymnase (applicable à : Cesta punta, Salle d'escalade, Squash ou Tennis couvert…)",1860,4272785,588501054
"0 - année de référence","Evenementiel","Sports","Patinoire, dont vestiaires, douches et sanitaires",47,242620,107656936
"0 - année de référence","Evenementiel","Sports","Piscine, dont vestiaires, douches et sanitaires",711,2203007,1669680834
"0 - année de référence","Evenementiel","Sports","Récupération sportive (Massage - Cryothérapie en bassin ou cabine), Sauna, Hammam",8,50074,29266213
"0 - année de référence","Evenementiel","Sports","Salle d'athlétisme couverte",14,86322,7802862
"0 - année de référence","Evenementiel","Sports","Salle de danse",58,50667,7391374
"0 - année de référence","Evenementiel","Sports","Salle de spectacles vivants sans protection patrimoniale - Salle de spectacle et de répétition",8,22439,5828081
"0 - année de référence","Evenementiel","Sports","Salle de sport collectif (Basket ball, Hand ball, Volley ball, Futsal…)",2134,5007035,654723875
"0 - année de référence","Evenementiel","Sports","Salle de sport de combat (Dojo)",130,189158,29840126
"0 - année de référence","Evenementiel","Sports","Salle de sport de cours collectifs (fitness, pilates…)",295,562423,75421543
"0 - année de référence","Evenementiel","Sports","Salle de sport de pratique individuelle (Machines cardio et musculation)",401,558944,82349405
"0 - année de référence","Evenementiel","Sports","Sports - Administration et bureaux (bureaux standards)",151,188905,33479614
